candidate_idx,max_prob,t_max_s,mean_prob,p95_prob,frames,bpm,subdivision,pulse_kind,carrier_hz,burst_ms,decay_ms,noise_low_hz,noise_high_hz,rms,frames_ge_0p97,detections_ge_0p97,frames_ge_0p99,detections_ge_0p99,frames_ge_0p995,detections_ge_0p995,frames_ge_0p996,detections_ge_0p996,frames_ge_0p999,detections_ge_0p999
496,0.4140625,0.79,0.05067708343267441,0.15234375,600,120,1,hybrid,700,6,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
202,0.3359375,1.45,0.029309896752238274,0.11328125,600,90,2,noise,350,6,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
273,0.3359375,4.11,0.01679687574505806,0.0859375,600,90,2,hybrid,350,12,25,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
282,0.3359375,3.45,0.008990885689854622,0.03125,600,90,2,hybrid,350,12,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
480,0.3359375,1.1500000000000001,0.03225260600447655,0.11328125,600,120,1,hybrid,350,12,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
90,0.265625,0.9500000000000001,0.028925782069563866,0.0859375,600,90,1,hybrid,350,12,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
266,0.265625,3.16,0.015410155989229679,0.0859375,600,90,2,hybrid,350,6,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
280,0.265625,0.1,0.024615885689854622,0.0859375,600,90,2,hybrid,350,12,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
303,0.265625,1.09,0.007799479179084301,0.04296875,600,90,2,hybrid,700,6,60,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
311,0.265625,1.24,0.009609375149011612,0.03125,600,90,2,hybrid,700,12,25,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
91,0.203125,0.27,0.022402344271540642,0.0859375,600,90,1,hybrid,350,12,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
267,0.203125,1.11,0.010305989533662796,0.04296875,600,90,2,hybrid,350,6,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
459,0.203125,0.78,0.014882812276482582,0.0625,600,120,1,hybrid,350,6,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
474,0.203125,0.6,0.01292317733168602,0.04296875,600,120,1,hybrid,350,12,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
309,0.15234375,0.11,0.008678385056555271,0.03183593749999947,600,90,2,hybrid,700,12,25,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
475,0.15234375,0.78,0.013320312835276127,0.0625,600,120,1,hybrid,350,12,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
74,0.11328125,3.61,0.020026041194796562,0.0625,600,90,1,hybrid,350,6,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
92,0.11328125,0.9400000000000001,0.01712239533662796,0.0625,600,90,1,hybrid,350,12,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
288,0.11328125,5.05,0.006113281473517418,0.03125,600,90,2,hybrid,350,12,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
293,0.11328125,0.11,0.005755208432674408,0.015625,600,90,2,hybrid,700,6,25,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
477,0.11328125,4.62,0.003815104253590107,0.0234375,600,120,1,hybrid,350,12,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
76,0.0859375,1.48,0.012584635056555271,0.04296875,600,90,1,hybrid,350,6,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
283,0.0859375,0.46,0.0032356770243495703,0.01171875,600,90,2,hybrid,350,12,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
286,0.0859375,5.2700000000000005,0.003326823003590107,0.015625,600,90,2,hybrid,350,12,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
458,0.0859375,4.28,0.009733072482049465,0.03125,600,120,1,hybrid,350,6,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
268,0.0625,2.49,0.004713541828095913,0.0234375,600,90,2,hybrid,350,6,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
310,0.0625,5.32,0.003945312462747097,0.01171875,600,90,2,hybrid,700,12,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
281,0.04296875,0.11,0.0016080728964880109,0.0078125,600,90,2,hybrid,350,12,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
284,0.04296875,1.78,0.001412760466337204,0.0078125,600,90,2,hybrid,350,12,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
294,0.04296875,1.28,0.0058268229477107525,0.015625,600,90,2,hybrid,700,6,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
319,0.04296875,0.75,0.0017643228638917208,0.0078125,600,90,2,hybrid,700,12,60,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
269,0.03125,0.11,0.0011783854570239782,0.0078125,600,90,2,hybrid,350,6,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
296,0.0234375,0.22,0.001477864570915699,0.0078125,600,90,2,hybrid,700,6,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
299,0.0234375,1.09,0.001158854109235108,0.0078125,600,90,2,hybrid,700,6,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
460,0.0234375,2.7800000000000002,0.004121093545109034,0.01171875,600,120,1,hybrid,350,6,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
476,0.0234375,0.78,0.003404947929084301,0.01171875,600,120,1,hybrid,350,12,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
302,0.015625,1.11,0.00018880207790061831,0.0,600,90,2,hybrid,700,6,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
312,0.015625,0.33,0.0008984375162981451,0.00390625,600,90,2,hybrid,700,12,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
315,0.01171875,0.75,0.0008398437639698386,0.00390625,600,90,2,hybrid,700,12,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
320,0.01171875,1.11,0.0002864583220798522,0.00390625,600,90,2,hybrid,700,12,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
313,0.0078125,0.66,8.463541598757729e-05,0.0,600,90,2,hybrid,700,12,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
318,0.0078125,4.11,0.00016276042151730508,0.0,600,90,2,hybrid,700,12,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
285,0.00390625,0.45,1.9531249563442543e-05,0.0,600,90,2,hybrid,350,12,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
297,0.00390625,0.9400000000000001,0.00011067708692280576,0.0,600,90,2,hybrid,700,6,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
304,0.00390625,0.77,5.859374869032763e-05,0.0,600,90,2,hybrid,700,6,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
316,0.00390625,1.87,1.9531249563442543e-05,0.0,600,90,2,hybrid,700,12,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
298,0.0,0.0,0.0,0.0,600,90,2,hybrid,700,6,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
300,0.0,0.0,0.0,0.0,600,90,2,hybrid,700,6,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
301,0.0,0.0,0.0,0.0,600,90,2,hybrid,700,6,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
314,0.0,0.0,0.0,0.0,600,90,2,hybrid,700,12,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
317,0.0,0.0,0.0,0.0,600,90,2,hybrid,700,12,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
